Feature ID,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species
262f49524b8aa3733cba5a398a2e7f9a,0.9882261774871116,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae, Veillonella,
6120dfb8890c46350d505bd7387bbd73,0.9835295991593772,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae, Veillonella,
d1251b1898a41ba608aeea0bbdbd4cd3,0.9999423815121882,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae, Veillonella,
17161eb04606829013257971b0c00c95,0.9999819772212186,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae, Veillonella,
03972013b02b5f12b5dc4fe9c4d4578e,0.8745885149886291,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae, F0422,sp001553345
4dfa1741769309d892a0e90b728647ba,0.9962948791654304,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,sp001553355
9ccc49631cd58b69b730a833ea0078f7,0.9759897225605716,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,propionicifaciens
4383ae6abcfc277f46533531bfbd2fc8,0.7286025015942805,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,sp900543165
0754667583d251a33840f5730d4c36e7,0.9906604022920832,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,
d75bc0564b3d063f1d71999f60ea0130,0.9998140434762124,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,micraerophilus
a02821ced5adf5ce7a63c3a0f49d054b,0.9957671817583892,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,micraerophilus
528f826ebf3585aa119ac0d5f926c773,0.9985827754178178,Bacteria,Firmicutes,Negativicutes,Veillonellales,Dialisteraceae, Dialister,micraerophilus
52c61f05f7e1266045a7fef07578fb65,0.999694079615354,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae, Gemella,
0e2798d7b59d07ad982f735648768cdc,0.9693755205035306,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae, Gemella,asaccharolytica
e692d0d96db0d5e46317a91f4b682af1,0.9996792172098774,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
245417c57f05586305ad0cc629a2dc0e,0.97759621142243,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
cef083bd8cb63160ad7b4c2d142b7bc4,0.9953480557140474,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
8fd3f65fe6e9cceec6ec35568945eaf0,0.996807981512506,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
4b18b3ffa1daf87ca0d35664df042d0d,0.9974774115322234,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
22665c2a1b453a4270c989b7c1b34c70,0.9427178428895132,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
9a62158ab9fd2411305571dffe2e26da,0.9801695600023026,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae,,
c3fff496ee5065122a6192a76fc86928,0.999443285114777,Bacteria,Firmicutes,Negativicutes,Veillonellales,Megasphaeraceae, Megasphaera,
7804324fa42836522015e6491a710fe9,0.9564779005132305,Bacteria,Firmicutes,Bacilli,,,,
e0cd30731d46f44e0d63e83262887e63,0.9885255934659228,Bacteria,Firmicutes,Clostridia,Oscillospirales,Acutalibacteraceae, Fimenecus,sp000432435
4e3f041c223d655b680a6cc0d9612f38,0.9751984115620208,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae, CAG-83,sp900545585
c2e3806caa05b3d41addfe96ef008b07,0.9999997382578418,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,
5ae4f07fa30d1ae7ad4c3d4877d8c9fc,0.8960669005887782,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,,
dc53b976ee397ae79f1f32dbe72699fa,0.9245693660391682,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,,
82b594f48c3bd6a754d575e664c35069,0.7227633235853012,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Mobiluncus,mulieris
4e031f2822a347a65eb079c1021a52bc,0.8169572569503287,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,,,
03521893eca3cfd6e1eb611b2cb4d0ac,0.9936789580559704,Bacteria,Firmicutes,Bacilli,,,,
a5322f00ef480644e1156eb5226afc4c,0.8740429996998043,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
05f9316b4ebd473ee13dda7d6251e83d,0.9651637837239628,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
689c46033598c0aa42196f746ceb50b7,0.7590551173361635,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
1d80adc30ad105b6925d298656887f88,0.7651096440426929,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,gallinarum
70cf1a4c92fcde73ce5193d68ac78973,0.9957018429865644,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
51d457cbe559256e2ff4c109c5f9eb5e,0.9999524249325012,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
65f9ea6d4be48e4fdd4bf6af461486e6,0.9973127588564932,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
1086dbd91528726ed35be89d64757175,0.9998041153534624,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
55dd3852cda7b7b60d850addf51a9064,0.9983462305076248,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
8e59fdceb9609d2eeb7255f0920ace2c,0.9998465945637544,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
790dc6fb023632e1957b21937ac10a6e,0.9967552195104016,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
9273da516f976b1a48a5f300f5e4f45f,0.9985582607351382,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
4085a496ca1f7029805138c941b4abd1,0.9925231595976014,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
13b15a6a66fe38025aab543d197bfb64,0.9965892133775458,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
b78d55847af80ad43ad4105dc1926ab8,0.7380719320235033,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,gallinarum
682464493c67faec2e075f2cd9731285,0.9802806332688544,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
117f734825e374eb2d4adfc42132a8cb,0.9992891618366762,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
9ebc9c77f76208e4e241225cecd54c2d,0.9997863745460104,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
ba26760f9491d165771e76e60902b439,0.9998530855137412,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
e0e2d893de6b13cabe2235f6c8322b58,0.7630902832875901,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae, Granulicatella,elegans
f7f01c6c57b0fe4439bdcde875978a96,0.9036613122787908,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,
1f95b4d440f4c32874c9d0dd2e39d755,0.7726264530141005,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Limosilactobacillus,
650421b6aeb6b7dfa1706a3e688217fd,0.998824243865186,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
d935df6a8069ad0e073f096430bc00c1,0.9969548188500084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
7b5432c274cd14dd3e2de60e0288d00c,0.7834726243355846,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
f924f4bd798aef3d8600a296f3676a23,0.9165797894412148,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
f23ba163f0d46c7ae20d8d3c2ea6896d,0.9993407719287254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,iners
39e8d39cc98cfb4e24bc1da5877088a3,0.979549273499608,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
3cd5761c8c4a08ae2d35e64698dfc452,0.991386508608338,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
d0e8227e14ae2bd7daa8b5453c5d9124,0.8677747207413071,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Ligilactobacillus,
07cdf7e7808c27ce7b2c0ae391d551b1,0.723987900363034,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae, Facklamia,
e8224152620ec9ba148bfb722935bb3b,0.81779085120022,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
a39c974aab452ca0cd5304bb1ae7ccb2,0.9983765092752545,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae, Aerococcus,christensenii
ce907ff50a526fdc665be11161527f45,0.9951520454127888,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae, Aerococcus,christensenii
6de865cf4ca35d4e29f3f21dd61dfdf2,0.9802441638653516,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,
0dd7fc0ad98b6e6b865164f2fe582574,0.9527738785292856,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae, Aerococcus,christensenii
580a8ab38a781832fbe496b4ebca0b8c,0.9999987913361604,Bacteria,,,,,,
fc4d305b8becee961b147b0b156fc232,0.9991956363432976,Bacteria,Firmicutes,Clostridia,Saccharofermentanales,Fastidiosipilaceae, Fastidiosipila,sanguinis
0af1509882c3f9611aaea8aaccba1f3c,0.8182817999177322,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae, Clostridium,
70529449a6860d6278b7e7033d57dddc,0.9999991673487812,Bacteria,Firmicutes,Clostridia,Saccharofermentanales,Fastidiosipilaceae, KA00274,sp001552885
86d365b5ae9e567ca102474017a820d3,0.9999993536925684,Bacteria,Firmicutes,Clostridia,Saccharofermentanales,Fastidiosipilaceae, Mageeibacillus,indolicus
48a0b37a93471679e43c033ce2189e3e,0.7298917485305598,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, Blautia,
34c99afbddf8386bab1daf2dad2877b8,0.9999999986886337,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,
acc533c047798fd8984be47d4b54748a,0.9815709165330884,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Anaerococcus,hydrogenalis
10854d17f99152a578bdd35d6144e38e,0.9067248595296722,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, UBA629,sp005465875
d9988c519fe0e9537ae099a5f56fafc6,0.9997024352680188,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
20323446e61d5d39863db6f11d2ee30b,0.867159439542443,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Finegoldia,magna
9e02029628ca1a7c76c5938536221815,0.9999978969849168,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Ezakiella,coagulans
1cacc66a3f782f3758a54a747732c9b7,0.9787266151405624,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, UBA4285,sp902775895
d2543a254222d3ced15d1b5703c77acb,0.9988965889298996,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae, UBA4285,sp902775895
38906ef1e253a848c50fdb92c8157894,0.9999711309951196,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Helcococcus,massiliensis
414f54149aa48ca9d1bcb57abe554770,0.984326798179978,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Parvimonas,parva
1156fae3d97f6e41c61bbff87535e218,0.8748893919295139,Bacteria,Firmicutes,Clostridia,Tissierellales,Peptoniphilaceae, Parvimonas,micra
dd99bfd4d40c96276951b89d6ecfaf5a,0.9056266979942632,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae, Fusobacterium,
de7deea3d3b64ebfd304b570f232f897,0.9994986340847984,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae, Sneathia,sanguinegens
2ce7e0e85fee139a820618c15007729b,0.995017332428416,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae, Sneathia,vaginalis
49c35f583424ac921c84f33be6098fbd,0.9986881757033036,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
8f4b7a21957ebf570b0cfff2ce30dd13,0.999197631778833,Bacteria,,,,,,
a2ffe258b6cb11919e1a16f73ead1b8a,0.7640125388764875,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,gallinarum
dc59fb99018088d117de52382456f0fb,0.926159416879212,Bacteria,,,,,,
94d5121635faef8bda9258effeef66dd,0.9630618391422664,Bacteria,,,,,,
2a5b9f9287780619b48bb35fe5d322a1,0.8216948350843826,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Actinomycetaceae, Mobiluncus,mulieris
a5b33289d762c002f9c5bfba8f2d68f3,0.9990470080742636,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,
ac2eacde18c33c8cec04eb50cfbf9f00,0.7008720873846721,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae, Lactobacillus,gallinarum
6c4f002e60d20b8ae08b335753610297,0.9455484674944072,Bacteria,,,,,,
